Configuration,Total Area (um^2),Read Latency (ns),Write Latency (ns),Read Bandwidth (GB/s),Write Bandwidth (GB/s),Read Dynamic Energy (pJ),Write Dynamic Energy (pJ),Leakage Power (uW)
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/PCRAM/512KB/512KB.out,58588.4um^2,0.136ps,,312.539GB/s,0.107MB/s,424.18pJ,11762.5nJ,45.2148uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/PCRAM/1024KB/1024KB.out,92574um^2,0.156ps,,361.181GB/s,0.107MB/s,499.954pJ,11767.3nJ,66.4254uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/PCRAM/2048KB/2048KB.out,110833um^2,0.189ps,,262.906GB/s,0.107MB/s,645.418pJ,11770.9nJ,99.7694uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadEDP/PCRAM/4096KB/4096KB.out,138828um^2,0.263ps,,189.917GB/s,0.107MB/s,760.876pJ,11775.2nJ,352.009uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/STTRAM/16KB/16KB.out,389405um^2,1.81276ns,,10.5895GB/s,1.58104GB/s,55.539pJ,152.265pJ,1241.81mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/STTRAM/32KB/32KB.out,778811um^2,2.25915ns,,10.5895GB/s,1.58104GB/s,70.4137pJ,167.139pJ,2483.62mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/STTRAM/64KB/64KB.out,842637um^2,2.05067ns,,10.478GB/s,1.57573GB/s,67.9006pJ,163.784pJ,2527.48mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/STTRAM/128KB/128KB.out,1685270.0mm^2,2.71568ns,,10.478GB/s,1.57573GB/s,86.3362pJ,182.22pJ,5054.96mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/STTRAM/256KB/256KB.out,2368380.0mm^2,2.81952ns,,10.4903GB/s,1.58389GB/s,110.469pJ,206.226pJ,10266.8mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/STTRAM/512KB/512KB.out,4250380.0mm^2,3.99365ns,,10.4619GB/s,1.56199GB/s,117.282pJ,211.588pJ,10456.5mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/STTRAM/1024KB/1024KB.out,5278410.0mm^2,4.17798ns,,10.2681GB/s,1.58104GB/s,145.377pJ,239.429pJ,22148.9mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/STTRAM/2048KB/2048KB.out,5278650.0mm^2,4.178ns,,10.2681GB/s,1.58104GB/s,175.184pJ,269.236pJ,44297.8mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/STTRAM/4096KB/4096KB.out,5279140.0mm^2,4.17804ns,,10.2681GB/s,1.58104GB/s,237.22pJ,331.272pJ,88595.6mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/SRAM/16KB/16KB.out,48779.6um^2,0.14ps,0.113ps,282.43GB/s,241.469GB/s,10.9063pJ,10.649pJ,5.72252uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/SRAM/32KB/32KB.out,94133.2um^2,0.153ps,0.126ps,233.496GB/s,204.778GB/s,12.7686pJ,12.2961pJ,13.4895uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/SRAM/64KB/64KB.out,126776um^2,0.153ps,0.126ps,233.496GB/s,204.778GB/s,26.9655pJ,26.4931pJ,26.9791uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/SRAM/128KB/128KB.out,221071um^2,0.276ps,0.188ps,233.496GB/s,204.778GB/s,34.9891pJ,34.5166pJ,53.9581uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/SRAM/256KB/256KB.out,221314um^2,0.276ps,0.188ps,233.496GB/s,204.778GB/s,64.2576pJ,63.7852pJ,107.916uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/SRAM/512KB/512KB.out,221800um^2,0.276ps,0.188ps,233.496GB/s,204.778GB/s,125.217pJ,124.745pJ,215.833uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/SRAM/1024KB/1024KB.out,222772um^2,0.277ps,0.188ps,233.496GB/s,204.778GB/s,256.825pJ,256.352pJ,431.665uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/SRAM/2048KB/2048KB.out,386862um^2,0.387ps,0.276ps,123.416GB/s,109.725GB/s,263.058pJ,262.166pJ,986.154uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/SRAM/4096KB/4096KB.out,481254um^2,0.511ps,0.346ps,118.21GB/s,101.762GB/s,269.835pJ,268.91pJ,1176.73mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/RRAM/16KB/16KB.out,280125um^2,1.81312ns,20.1811ns,10.1778GB/s,0.798MB/s,44.4326pJ,408.316pJ,620.88uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/RRAM/32KB/32KB.out,312687um^2,1.81313ns,20.1811ns,10.1778GB/s,0.798MB/s,58.5622pJ,422.445pJ,1241.76mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/RRAM/64KB/64KB.out,483314um^2,2.02264ns,20.2975ns,9.91921GB/s,0.794MB/s,48.113pJ,410.779pJ,1267.03mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/RRAM/128KB/128KB.out,966627um^2,2.57263ns,20.5725ns,9.91921GB/s,0.794MB/s,64.8628pJ,427.529pJ,2534.05mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/RRAM/256KB/256KB.out,1091260.0mm^2,2.45032ns,20.4668ns,9.16191GB/s,0.794MB/s,66.3536pJ,426.227pJ,2721.73mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/RRAM/512KB/512KB.out,1124300.0mm^2,2.45034ns,20.4668ns,9.16191GB/s,0.794MB/s,80.887pJ,440.76pJ,5443.46mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/RRAM/1024KB/1024KB.out,2215640.0mm^2,3.14301ns,20.8131ns,9.16191GB/s,0.794MB/s,100.052pJ,459.925pJ,10886.9mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/RRAM/2048KB/2048KB.out,5340290.0mm^2,4.673ns,21.4448ns,7.94826GB/s,0.794MB/s,127.573pJ,481.861pJ,13723.1mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/RRAM/4096KB/4096KB.out,5373660.0mm^2,4.67301ns,21.4448ns,7.94826GB/s,0.794MB/s,142.375pJ,496.664pJ,27446.2mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/PCRAM/16KB/16KB.out,49250.6um^2,0.162ps,,186.542GB/s,0.107MB/s,251.548pJ,11532.2nJ,23.5999uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/PCRAM/32KB/32KB.out,81812.6um^2,0.162ps,,186.542GB/s,0.107MB/s,265.678pJ,11546.3nJ,47.1998uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/PCRAM/64KB/64KB.out,140280um^2,0.284ps,,108.897GB/s,0.107MB/s,498.629pJ,11539.8nJ,128.885uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/PCRAM/128KB/128KB.out,173085um^2,0.284ps,,108.897GB/s,0.107MB/s,512.96pJ,11554.2nJ,257.77uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/PCRAM/256KB/256KB.out,518061um^2,0.768ps,,79.7082GB/s,0.107MB/s,999.14pJ,11561.2nJ,745.385uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/PCRAM/512KB/512KB.out,551109um^2,0.768ps,,79.7082GB/s,0.107MB/s,1013.67nJ,11575.7nJ,1490.77mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/PCRAM/1024KB/1024KB.out,551352um^2,0.768ps,,79.7082GB/s,0.107MB/s,1043.35nJ,11605.4nJ,2981.54mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/PCRAM/2048KB/2048KB.out,551838um^2,0.768ps,,79.7082GB/s,0.107MB/s,1105.11nJ,11667.2nJ,5963.08mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteEDP/PCRAM/4096KB/4096KB.out,552810um^2,0.769ps,,79.7082GB/s,0.107MB/s,1238.34nJ,11800.4nJ,11926.2mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/LeakagePower/STTRAM/16KB/16KB.out,64702.3um^2,1.67072ns,,10.6628GB/s,1.58816GB/s,42.5707pJ,139.877pJ,154.8uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/LeakagePower/STTRAM/32KB/32KB.out,72409.2um^2,1.67862ns,,10.4744GB/s,1.58814GB/s,43.4238pJ,140.821pJ,155.472uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/LeakagePower/STTRAM/64KB/64KB.out,86787.4um^2,1.68789ns,,10.1156GB/s,1.58811GB/s,44.8425pJ,142.42pJ,156.675uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/LeakagePower/STTRAM/128KB/128KB.out,115742um^2,1.75505ns,,9.45341GB/s,1.58804GB/s,47.5368pJ,145.475pJ,159.196uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/LeakagePower/STTRAM/256KB/256KB.out,171127um^2,1.81242ns,,8.31438GB/s,1.58794GB/s,52.6078pJ,151.261pJ,163.981uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/LeakagePower/STTRAM/512KB/512KB.out,337037um^2,2.16028ns,,9.32564GB/s,1.58095GB/s,71.1897pJ,167.649pJ,188.558uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/LeakagePower/STTRAM/1024KB/1024KB.out,451923um^2,2.0957ns,,8.21441GB/s,1.57519GB/s,66.1792pJ,163.395pJ,202.251uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/LeakagePower/STTRAM/2048KB/2048KB.out,903847um^2,2.22955ns,,8.21441GB/s,1.57519GB/s,74.7284pJ,171.944pJ,404.503uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/LeakagePower/STTRAM/4096KB/4096KB.out,1725440.0mm^2,2.96081ns,,8.08355GB/s,1.5752GB/s,108.428pJ,203.795pJ,518.954uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/LeakagePower/SRAM/16KB/16KB.out,48779.6um^2,0.14ps,0.113ps,282.43GB/s,241.469GB/s,10.9063pJ,10.649pJ,5.72252uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/LeakagePower/SRAM/32KB/32KB.out,81341.6um^2,0.14ps,0.113ps,282.43GB/s,241.469GB/s,25.036pJ,24.7787pJ,11.445uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/LeakagePower/SRAM/64KB/64KB.out,188266um^2,0.276ps,0.188ps,233.496GB/s,204.778GB/s,20.6576pJ,20.1851pJ,26.9791uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/LeakagePower/SRAM/128KB/128KB.out,221071um^2,0.276ps,0.188ps,233.496GB/s,204.778GB/s,34.9891pJ,34.5166pJ,53.9581uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/LeakagePower/SRAM/256KB/256KB.out,221314um^2,0.276ps,0.188ps,233.496GB/s,204.778GB/s,64.2576pJ,63.7852pJ,107.916uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/LeakagePower/SRAM/512KB/512KB.out,221800um^2,0.276ps,0.188ps,233.496GB/s,204.778GB/s,125.217pJ,124.745pJ,215.833uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/LeakagePower/SRAM/1024KB/1024KB.out,276100um^2,0.391ps,0.251ps,210.547GB/s,178.478GB/s,130.299pJ,129.811pJ,267.584uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/LeakagePower/SRAM/2048KB/2048KB.out,277072um^2,0.391ps,0.251ps,210.547GB/s,178.478GB/s,262.444pJ,261.957pJ,535.167uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/LeakagePower/SRAM/4096KB/4096KB.out,756607um^2,0.956ps,0.566ps,170.986GB/s,140.64GB/s,150.162pJ,149.126pJ,660.679uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/LeakagePower/RRAM/16KB/16KB.out,89729.5um^2,1.72168ns,20.2019ns,10.3191GB/s,0.798MB/s,34.0525pJ,400.854pJ,154.949uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/LeakagePower/RRAM/32KB/32KB.out,74152um^2,1.74306ns,20.1973ns,10.0701GB/s,0.797MB/s,33.6334pJ,399.529pJ,155.799uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/LeakagePower/RRAM/64KB/64KB.out,195949um^2,1.78064ns,20.245ns,10.0148GB/s,0.797MB/s,40.4511pJ,414.153pJ,155.964uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/LeakagePower/RRAM/128KB/128KB.out,154841um^2,1.84147ns,20.2575ns,9.81541GB/s,0.796MB/s,41.3272pJ,414.124pJ,156.987uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/LeakagePower/RRAM/256KB/256KB.out,167146um^2,1.84518ns,20.2889ns,9.32269GB/s,0.795MB/s,42.2339pJ,424.231pJ,158.413uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/LeakagePower/RRAM/512KB/512KB.out,191711um^2,1.89891ns,20.3977ns,8.4654GB/s,0.793MB/s,43.7063pJ,444.105pJ,161.323uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/LeakagePower/RRAM/1024KB/1024KB.out,235557um^2,1.92016ns,20.5289ns,7.12926GB/s,0.788MB/s,46.0839pJ,483.286pJ,166.78uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/LeakagePower/RRAM/2048KB/2048KB.out,322118um^2,1.99586ns,20.8213ns,5.36999GB/s,0.778MB/s,50.4968pJ,561.305pJ,177.953uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/LeakagePower/RRAM/4096KB/4096KB.out,231871um^2,2.15947ns,20.9135ns,5.24853GB/s,0.774MB/s,40.2823pJ,549.868pJ,191.67uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/LeakagePower/PCRAM/16KB/16KB.out,47441.2um^2,0.055ps,,492.303GB/s,0.107MB/s,166.684pJ,11626.9nJ,7.97047uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/LeakagePower/PCRAM/32KB/32KB.out,81812.6um^2,0.162ps,,186.542GB/s,0.107MB/s,265.678pJ,11546.3nJ,47.1998uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/LeakagePower/PCRAM/64KB/64KB.out,140280um^2,0.284ps,,108.897GB/s,0.107MB/s,498.629pJ,11539.8nJ,128.885uW
